Ref Des,Manufacturer,Part Number,Description,DNP,QAF,Currency,Lead Time
W5,,,"Edge-Connector at PCB, no Component, just SMD-Edge-Connector-Pins",,2.1. MCU APP1,EUR,
X4,Daishinku,DSX211SH-40MHZ,"RSN CRY,40MHz,F-30/+30ppm,T-50/+50ppm,8pF,DSX211SH-40MHZ,2.0x1.6-4,CUSTOM,KDS",,2.1. MCU APP1,EUR,
C61,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 Aux,USD,
C62,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 Aux,USD,
C63,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 Aux,USD,
C546,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.1. MCU APP1 Aux,JPY,
C549,Murata Manufacturing Co Ltd,GCM155R71C473KA37*,"CAP CE,47nF,10%,16V,X7R,0402,GCM155R71C473KA37*,MUR",,2.1. MCU APP1 Aux,EUR,
C2378,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.1. MCU APP1 Aux,JPY,
R26,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.1. MCU APP1 Aux,EUR,
R36,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.1. MCU APP1 Aux,EUR,
R37,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.1. MCU APP1 Aux,EUR,
R38,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.1. MCU APP1 Aux,EUR,
R47,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.1. MCU APP1 Aux,EUR,
R316,YAGEO Corporation,AC0402F*-**47KL,"RES TK,47Kohm,1%,100ppm/C,1/16W,0402,AC0402F*-**47KL,YAGEO",,2.1. MCU APP1 Aux,EUR,
R370,Murata Manufacturing Co Ltd,NCU18XH103F6SRB,"NTC,10Kohm,1%,0.1W,0603,NCU18XH103F6S**,MUR",,2.1. MCU APP1 Aux,EUR,
U4,Texas Instruments,TMUX1308QBQB*Q1,"IC LOG,Mux,TMUX1308QBQB*Q1,WQFN-EP-16,TI",,2.1. MCU APP1 Aux,USD,
U17,Texas Instruments,TMUX1308QBQB*Q1,"IC LOG,Mux,TMUX1308QBQB*Q1,WQFN-EP-16,TI",,2.1. MCU APP1 Aux,USD,
U31,Texas Instruments,TMUX1308QBQB*Q1,"IC LOG,Mux,TMUX1308QBQB*Q1,WQFN-EP-16,TI",,2.1. MCU APP1 Aux,USD,
U72,STMicroelectronics,M95M01-DWDW3*P/K,"MEM EEPROM,SPI,1Mbit,M95M01-DWDW3*P/K,TSSOP-8,ST",,2.1. MCU APP1 Aux,USD,
C88,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,2.1. MCU APP1 NOR 32M,EUR,
C100,Kemet,C0603C105K4RAC3***,"CAP CE,1uF,10%,16V,X7R,0603,C0603C105K4RAC3***,KEMET",,2.1. MCU APP1 NOR 32M,EUR,
C101,Kemet,C0603C105K4RAC3***,"CAP CE,1uF,10%,16V,X7R,0603,C0603C105K4RAC3***,KEMET",,2.1. MCU APP1 NOR 32M,EUR,
C102,Kemet,C0603C105K4RAC3***,"CAP CE,1uF,10%,16V,X7R,0603,C0603C105K4RAC3***,KEMET",,2.1. MCU APP1 NOR 32M,EUR,
C2408,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 NOR 32M,USD,
C2409,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 NOR 32M,USD,
C2410,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 NOR 32M,USD,
C2411,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 NOR 32M,USD,
C2412,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 NOR 32M,USD,
D22,Nexperia,BAS70-05W-Q,"DIO SH CC,70V,70mA,2x,BAS70-05W-Q,SOT323 (SC70),NXPRIA",,2.1. MCU APP1 NOR 32M,EUR,
L107,Murata,BLM18PG330SH1*,"IND FB ML,33Rohm@100MHz,3Arms,25mohm,0603,BLM18PG330SH1*,MUR",,2.1. MCU APP1 NOR 32M,JPY,
R222,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.1. MCU APP1 NOR 32M,EUR,
R223,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.1. MCU APP1 NOR 32M,EUR,
R224,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.1. MCU APP1 NOR 32M,EUR,
U78,Infineon,S26KL256SDABHB02*,"MEM FLASH,NOR,256Mbit,S26KL256SDABHB02*,FBGA-24,IFX",,2.1. MCU APP1 NOR 32M,USD,
C26,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.1. MCU APP1 SE,JPY,
C68,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.1. MCU APP1 SE,EUR,
C1644,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 SE,USD,
C1647,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.1. MCU APP1 SE,USD,
C1649,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.1. MCU APP1 SE,EUR,
L35,Murata,BLM18PG330SH1*,"IND FB ML,33Rohm@100MHz,3Arms,25mohm,0603,BLM18PG330SH1*,MUR",,2.1. MCU APP1 SE,JPY,
Q3,Nexperia,PDTC114YU-Q,"TR DIG,NPN,PDTC114YU-Q,10/47Kohm,100mA,50V,SOT323 (SC70),NXPRIA",,2.1. MCU APP1 SE,EUR,
Q18,Nexperia,NX3008CBKS,"TR,NMOS/PMOS,PROT,NX3008CBKS,2x,1.4Rohm@4.5V,30V,SOT363 (SC88),NXPRIA",,2.1. MCU APP1 SE,EUR,
R39,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.1. MCU APP1 SE,EUR,
R40,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.1. MCU APP1 SE,EUR,
R41,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.1. MCU APP1 SE,EUR,
R42,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.1. MCU APP1 SE,EUR,
R46,Yageo,AC0402F*-*W4K7L,"RES TK,4.7Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W4K7L,YAGEO",,2.1. MCU APP1 SE,EUR,
R48,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.1. MCU APP1 SE,EUR,
R301,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",DNP,2.1. MCU APP1 SE,EUR,
R317,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.1. MCU APP1 SE,EUR,
R349,Yageo,AC0402F*-*W200KL,"RES TK,200Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W200KL,YAGEO",,2.1. MCU APP1 SE,EUR,
R376,Yageo,AC0402F*-*W20KL,"RES TK,20Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W20KL,YAGEO",,2.1. MCU APP1 SE,EUR,
U6,Nexperia,74LVC1G125GW-Q100,"IC LOG,Buf-Drv,74LVC1G125GW-Q100,TSSOP-5,NXPRIA",,2.1. MCU APP1 SE,EUR,
U53,STMicroelectronics,ST33K1M5AA20BAD2,"MP 32b,ST33K1M5AA20BAD2,Flash,1534KByte,105C,TSSOP-20,CUSTOM,ST",,2.1. MCU APP1 SE,USD,
C283,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C284,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C285,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C286,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C287,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C288,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C289,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C290,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C291,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C292,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C293,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C294,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C295,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C296,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C297,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C298,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C299,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C300,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C301,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C302,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C303,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C304,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C305,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C306,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C307,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C308,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C309,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C310,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C311,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C312,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C313,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C314,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C315,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C316,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,2.2. MCU APP2,JPY,
C357,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,2.2. MCU APP2,EUR,
C358,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,2.2. MCU APP2,EUR,
C359,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,2.2. MCU APP2,EUR,
C360,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,2.2. MCU APP2,EUR,
C361,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,2.2. MCU APP2,EUR,
C362,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,2.2. MCU APP2,EUR,
C372,Murata Manufacturing Co Ltd,GCM1555C1H8R2BA16D,"CAP CE,8.2pF,+/-0.1pF,50V,C0G,0402,GCM1555C1H8R2BA16*,MUR",,2.2. MCU APP2,JPY,
C373,Murata Manufacturing Co Ltd,GCM1555C1H8R2BA16D,"CAP CE,8.2pF,+/-0.1pF,50V,C0G,0402,GCM1555C1H8R2BA16*,MUR",,2.2. MCU APP2,JPY,
C477,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C478,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C479,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C480,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C481,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C482,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C483,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C484,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C485,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C486,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C487,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C488,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C489,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C490,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C491,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C492,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C493,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C494,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C495,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C496,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C497,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C498,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C499,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C500,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C501,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C502,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C503,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C504,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C505,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C560,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C561,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C562,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C563,Murata,GCM155R71H102KA37*,"CAP CE,1nF,10%,50V,X7R,0402,GCM155R71H102KA37*,MUR",,2.2. MCU APP2,EUR,
C565,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C566,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C567,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2,USD,
C571,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2,USD,
C573,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2,USD,
C574,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2,USD,
C575,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2,USD,
C576,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2,USD,
C577,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2,USD,
C578,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2,USD,
C579,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2,USD,
C585,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C587,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C588,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C593,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C594,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C595,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C596,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C597,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C598,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C599,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C600,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C701,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C703,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C706,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C708,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C709,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C710,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C711,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C712,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C713,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C714,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C715,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C716,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
C717,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2,JPY,
L89,Murata,BLM18PG330SH1*,"IND FB ML,33Rohm@100MHz,3Arms,25mohm,0603,BLM18PG330SH1*,MUR",,2.2. MCU APP2,JPY,
L90,Murata,BLM18PG330SH1*,"IND FB ML,33Rohm@100MHz,3Arms,25mohm,0603,BLM18PG330SH1*,MUR",,2.2. MCU APP2,JPY,
Q16,Nexperia,PDTC114YU-Q,"TR DIG,NPN,PDTC114YU-Q,10/47Kohm,100mA,50V,SOT323 (SC70),NXPRIA",,2.2. MCU APP2,EUR,
R100,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2,EUR,
R101,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2,EUR,
R102,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2,EUR,
